# Input: ./data/p2p-Gnutella08.txt
# Nodes: 6301    Edges: 20777
# Algoritm: Clauset-Newman-Moore
# Modularity: 0.464721
# Communities: 22
# NId	CommunityId
0	0
1	0
2	0
3	0
4	0
5	0
6	0
7	0
8	0
9	0
10	0
1897	0
144	0
1418	0
1902	0
121	0
127	0
128	0
179	0
247	0
249	0
264	0
353	0
424	0
426	0
145	0
176	0
177	0
753	0
754	0
762	0
2064	0
3002	0
665	0
1394	0
1786	0
1904	0
1905	0
1907	0
124	0
147	0
246	0
248	0
250	0
251	0
252	0
15	0
17	0
20	0
123	0
129	0
143	0
367	0
427	0
718	0
3893	0
368	0
717	0
856	0
1908	0
1909	0
30	0
31	0
126	0
174	0
1199	0
36	0
1929	0
1934	0
101	0
1992	0
1948	0
83	0
148	0
351	0
946	0
2000	0
2001	0
369	0
422	0
559	0
2018	0
820	0
2020	0
2037	0
2038	0
2043	0
113	0
2032	0
1561	0
2066	0
2046	0
2047	0
1317	0
2052	0
2053	0
2056	0
120	0
122	0
125	0
1428	0
2060	0
146	0
390	0
423	0
2063	0
132	0
2071	0
2072	0
2073	0
696	0
698	0
755	0
947	0
2077	0
175	0
1246	0
2096	0
629	0
2084	0
141	0
142	0
149	0
150	0
2098	0
265	0
667	0
5338	0
5942	0
1245	0
238	0
155	0
167	0
172	0
266	0
173	0
180	0
3849	0
697	0
2122	0
2132	0
183	0
195	0
558	0
736	0
2146	0
1412	0
2178	0
314	0
1564	0
2174	0
2176	0
2217	0
2182	0
2183	0
2185	0
2193	0
1284	0
1073	0
1074	0
915	0
917	0
919	0
920	0
4181	0
586	0
2206	0
2208	0
2210	0
263	0
269	0
2224	0
1259	0
311	0
2243	0
298	0
299	0
352	0
666	0
378	0
1704	0
2250	0
2252	0
909	0
2261	0
339	0
2286	0
1755	0
343	0
345	0
2290	0
751	0
930	0
855	0
358	0
2312	0
2313	0
366	0
371	0
377	0
2338	0
1235	0
2350	0
391	0
394	0
395	0
2374	0
401	0
409	0
5014	0
1477	0
421	0
2401	0
2402	0
2404	0
2406	0
2407	0
2415	0
425	0
695	0
434	0
449	0
1868	0
465	0
1485	0
1487	0
481	0
485	0
2453	0
507	0
1352	0
2465	0
924	0
504	0
505	0
2491	0
2490	0
574	0
2501	0
2503	0
553	0
557	0
5570	0
5571	0
5236	0
605	0
613	0
740	0
2546	0
2548	0
2549	0
628	0
630	0
1430	0
1431	0
1432	0
6132	0
646	0
1411	0
2580	0
2606	0
694	0
2598	0
2621	0
1600	0
2627	0
2629	0
716	0
1885	0
720	0
3459	0
5137	0
1258	0
743	0
745	0
1255	0
2679	0
2670	0
1417	0
752	0
2712	0
2699	0
2695	0
2717	0
800	0
1866	0
2728	0
2733	0
1129	0
830	0
845	0
2750	0
2751	0
857	0
1706	0
2767	0
2770	0
2779	0
2796	0
2807	0
2790	0
2797	0
2819	0
2822	0
937	0
2829	0
1784	0
2873	0
2860	0
2861	0
2879	0
2881	0
1319	0
2885	0
2886	0
3028	0
984	0
985	0
986	0
987	0
989	0
990	0
991	0
2895	0
992	0
993	0
2900	0
2901	0
2922	0
1029	0
1176	0
1046	0
1059	0
1082	0
2986	0
1094	0
1113	0
1135	0
1144	0
3009	0
3026	0
3032	0
3040	0
3042	0
3043	0
1161	0
3058	0
3048	0
3059	0
3077	0
3323	0
3088	0
3116	0
3118	0
3132	0
1290	0
3138	0
3142	0
1504	0
1310	0
3167	0
3168	0
3192	0
3176	0
3190	0
1355	0
3213	0
3216	0
3236	0
3552	0
5785	0
1388	0
1393	0
3233	0
1409	0
3262	0
3255	0
3258	0
3276	0
1414	0
1416	0
3269	0
3290	0
1433	0
3304	0
1458	0
1473	0
1494	0
3327	0
3348	0
1537	0
5895	0
1550	0
1559	0
3356	0
1586	0
1596	0
1597	0
1601	0
1602	0
1603	0
1647	0
3403	0
1665	0
1667	0
3415	0
3417	0
3448	0
1676	0
3452	0
3465	0
3484	0
1722	0
1723	0
1732	0
3495	0
1739	0
3529	0
3503	0
3505	0
3515	0
3526	0
3537	0
1806	0
1813	0
3544	0
1816	0
3551	0
3553	0
3577	0
3596	0
1884	0
3673	0
3693	0
3734	0
3757	0
3764	0
3817	0
3820	0
3826	0
3827	0
3843	0
